Fonds;"Immobilie
Numer";"Immobilie
Bezeichnung";GARBE Niederlassung;;Mieteinheit;Art;Stockwerk;Anzahl Stellplätze;Fläche;;Lease ID;Mietername;Mietbeginn;vereinbartes Vertragsende;Vertragsende (Kündigung);tatsächliches Vertragsende;Sonderkündigung Frist;Sonderkündigung zum;Kündigung Frist;Kündigung zum;Laufzeit Option;Frist Optionsziehung;MV-Ende nach Optionsziehung;Anzahl weiterer Optionen;maximale Mietlaufzeit;WAULT;WAULB;WAULE;;Jahresnettomiete;Nettomiete;Investitionsmiete;Ende mietfreie Zeit;Betrag mietfreie Zeit;Marktmiete;AM-ERV;Potenzial;Nettomiete;Marktmiete;AM-ERV;;NKVZ;NK-Pauschale;NKVZ;NK-Pauschale;Gesamtnettomiete;Gesamtnettomiete;Mieter UST-pflichtig;;proz. Mieterhöhung;Erhöhungs-Prozentsatz;nächste Erhöhung;Erhöhungszyklen;;Indexmieterhöhung;Wertsicherung Art;Schwellwert;Datum;Weitergabe;Green Lease
;;;;;;;;Stück;m²;;;;;;;;;;;;Monate;;;;;Jahre;Jahre;Jahre;;€/Jahr;€/Mt;€/Mt;;€/Mt;€/Mt;€/Mt;%;€/m²/a;€/m²/a;€/m²/a;;€/Mt;€/Mt;€/m²/a;€/m²/a;€/Mt;€/m²/a;;;;;;;;;;;;%;
GLIF;715;Herne - Lindenallee 4;Köln;;20100;Büro;EG;;375;;715.00001;Sanacorp Pharmahandel GmbH;03.12.2018;02.12.2028;;02.12.2028;;;;;36;02.12.2027;02.12.2031;1;02.12.2034;2.61;;;;46'872;3'906;;;;3'464;3'854;-11.3%;125.15;111.00;123.49;;78;;2.49;;3'984;127.65;1;;false;;;;;true;Datum;;01.12.2026;75%;0
GLIF;715;Herne - Lindenallee 4;Köln;;50000;Stellplätze;EG;202;;;715.00001;Sanacorp Pharmahandel GmbH;03.12.2018;02.12.2028;;02.12.2028;;;;;36;02.12.2027;02.12.2031;1;02.12.2034;2.61;;;;95'990;7'999;;;;2'020;7'892;-74.7%;;;;;0;;;;7'999;;1;;false;;;;;true;Datum;;01.12.2026;75%;0
GLIF;715;Herne - Lindenallee 4;Köln;;70000;Freifläche ;EG;;971;;715.00001;Sanacorp Pharmahandel GmbH;03.12.2018;02.12.2028;;02.12.2028;;;;;36;02.12.2027;02.12.2031;1;02.12.2034;2.61;;;;34'571;2'881;;;;2'428;2'843;-15.7%;35.60;30.00;35.12;;202;;2.49;;3'083;38.09;1;;false;;;;;true;Datum;;01.12.2026;75%;0
GLIF;715;Herne - Lindenallee 4;Köln;;90200;Sonstige;EG;;615;;715.00001;Sanacorp Pharmahandel GmbH;03.12.2018;02.12.2028;;02.12.2028;;;;;36;02.12.2027;02.12.2031;1;02.12.2034;2.61;;;;76'944;6'412;;;;3'535;6'327;-44.9%;125.15;69.00;123.48;;128;;2.49;;6'540;127.64;1;;false;;;;;true;Datum;;01.12.2026;75%;0
715 - Herne, Herne - Lindenallee 4, Lindenallee 4;;;;;;;;202;18'287;;;;;;;;;;;;;;;;;2.61;;;;1'341'969;111'831;;;;106'117;32'611;-5.1%;73.38;69.63;21.40;;3'800;1'118;2.49;0.73;116'749;76.61;100.00%;;;;;;;;;;;;
GLIF;716;Hof - Wilhelm-Maybach-Str. 2;Berlin;;90000;Sonstige;;;;;716.00002;PACE Photovoltaik 2 GmbH;29.11.2020;31.12.2041;;31.12.2041;;;;;60;30.06.2041;31.12.2046;1;31.12.2051;15.69;;;;3'100;258;;;;0;;-100.0%;;;;;0;;;;258;;1;;false;;;;;true;;;;;0
GLIF;716;Hof - Wilhelm-Maybach-Str. 2;Berlin;;10100;Halle;EG;;11'864;;716.00001;Sonepar Deutschland / Region Süd GmbH;01.06.2006;31.12.2027;;31.12.2027;;;;;36;31.03.2027;31.12.2030;0;31.12.2030;1.69;;;;590'839;49'237;;;;56'356;48'767;14.5%;49.80;57.00;49.32;;4'850;;4.91;;54'086;54.70;1;;false;;;;;true;;;;;0
GLIF;716;Hof - Wilhelm-Maybach-Str. 2;Berlin;;10101;Halle;EG;;158;;716.00001;Sonepar Deutschland / Region Süd GmbH;01.06.2006;31.12.2027;;31.12.2027;;;;;36;31.03.2027;31.12.2030;0;31.12.2030;1.69;;;;3'652;304;;;;752;651;147.2%;23.06;57.00;49.32;;65;;4.91;;369;27.96;1;;false;;;;;true;;;;;0
GLIF;716;Hof - Wilhelm-Maybach-Str. 2;Berlin;;10102;Halle;EG;;56;;716.00001;Sonepar Deutschland / Region Süd GmbH;01.06.2006;31.12.2027;;31.12.2027;;;;;36;31.03.2027;31.12.2030;0;31.12.2030;1.69;;;;1'292;108;;;;266;230;147.2%;23.06;57.00;49.32;;23;;4.91;;131;27.97;1;;false;;;;;true;;;;;0
GLIF;716;Hof - Wilhelm-Maybach-Str. 2;Berlin;;12100;Rampe;EG;;16;;716.00001;Sonepar Deutschland / Region Süd GmbH;01.06.2006;31.12.2027;;31.12.2027;;;;;36;31.03.2027;31.12.2030;0;31.12.2030;1.69;;;;380;32;;;;78;32;147.2%;23.06;57.00;23.04;;7;;4.90;;38;27.96;1;;false;;;;;true;;;;;0
GLIF;716;Hof - Wilhelm-Maybach-Str. 2;Berlin;;12101;Rampe;EG;;246;;716.00001;Sonepar Deutschland / Region Süd GmbH;01.06.2006;31.12.2027;;31.12.2027;;;;;36;31.03.2027;31.12.2030;0;31.12.2030;1.69;;;;5'661;472;;;;1'166;472;147.2%;23.06;57.00;23.06;;100;;4.90;;572;27.96;1;;false;;;;;true;;;;;0
GLIF;716;Hof - Wilhelm-Maybach-Str. 2;Berlin;;20100;Büro;;;646;;716.00001;Sonepar Deutschland / Region Süd GmbH;01.06.2006;31.12.2027;;31.12.2027;;;;;36;31.03.2027;31.12.2030;0;31.12.2030;1.69;;;;54'075;4'506;;;;4'841;4'506;7.4%;83.77;90.00;83.77;;264;;4.91;;4'770;88.68;1;;false;;;;;true;;;;;0
GLIF;716;Hof - Wilhelm-Maybach-Str. 2;Berlin;;70100;Freifläche ;EG;;10'896;;716.00001;Sonepar Deutschland / Region Süd GmbH;01.06.2006;31.12.2027;;31.12.2027;;;;;36;31.03.2027;31.12.2030;0;31.12.2030;1.69;;;;99'600;8'300;;;;6'646;8'172;-19.9%;9.14;7.32;9.00;;;;;;8'300;9.14;1;;false;;;;;true;;;;;0
GLIF;716;Hof - Wilhelm-Maybach-Str. 2;Berlin;;70200;Freifläche ;EG;;3'284;;716.00001;Sonepar Deutschland / Region Süd GmbH;01.06.2006;31.12.2027;;31.12.2027;;;;;36;31.03.2027;31.12.2030;0;31.12.2030;1.69;;;;2'688;224;;;;1'970;224;779.5%;0.82;7.20;0.82;;;;;;224;0.82;1;;false;;;;;true;;;;;0
GLIF;716;Hof - Wilhelm-Maybach-Str. 2;Berlin;;70201;Freifläche ;EG;;2'775;;716.00001;Sonepar Deutschland / Region Süd GmbH;01.06.2006;31.12.2027;;31.12.2027;;;;;36;31.03.2027;31.12.2030;0;31.12.2030;1.69;;;;26'124;2'177;;;;1'637;2'305;-24.8%;9.41;7.08;9.97;;;;;;2'177;9.41;1;;false;;;;;true;;;;;0
GLIF;716;Hof - Wilhelm-Maybach-Str. 2;Berlin;;99100;Sonstige;;;597;;716.00001;Sonepar Deutschland / Region Süd GmbH;01.06.2006;31.12.2027;;31.12.2027;;;;;36;31.03.2027;31.12.2030;0;31.12.2030;1.69;;;;18'178;1'515;;;;2'838;1'515;87.3%;30.43;57.00;30.43;;244;;4.91;;1'759;35.33;1;;false;;;;;true;;;;;0
716 - Hof, Hof - Wilhelm-Maybach-Str. 2, Wilhelm-Maybach-Straße 2;;;;;;;;;30'538;;;;;;;;;;;;;;;;;1.75;;;;805'589;67'132;;;;76'552;66'874;14.0%;26.38;30.08;26.28;;5'553;;2.18;;72'685;28.56;100.00%;;;;;;;;;;;;
GLIF;717;Nohra - Querenstr. 8;Berlin;;10100;Halle;EG;;10'850;;717.00007;Bundesanstalt für Immobilienaufgaben;01.11.2021;31.10.2027;;31.10.2027;;;;;;;;0;;1.53;;;;628'810;52'401;;;;51'538;;-1.6%;57.95;57.00;;;10'184;;11.26;;62'585;69.22;0;;false;;;;;true;Datum;;01.06.2015;75%;0
GLIF;717;Nohra - Querenstr. 8;Berlin;;10120;Halle;EG;;10'850;;717.00007;Bundesanstalt für Immobilienaufgaben;01.11.2021;31.10.2027;;31.10.2027;;;;;;;;0;;1.53;;;;628'211;52'351;;;;51'538;;-1.6%;57.90;57.00;;;10'184;;11.26;;62'535;69.16;0;;false;;;;;true;;;;;0
GLIF;717;Nohra - Querenstr. 8;Berlin;;11100;Empore/Mezzanine;EG;;1'152;;717.00007;Bundesanstalt für Immobilienaufgaben;01.11.2021;31.10.2027;;31.10.2027;;;;;;;;0;;1.53;;;;66'700;5'558;;;;2'880;;-48.2%;57.90;30.00;;;1'060;;11.04;;6'618;68.94;0;;false;;;;;true;Datum;;01.06.2015;75%;0
GLIF;717;Nohra - Querenstr. 8;Berlin;;20100;Büro;EG;;305;;717.00007;Bundesanstalt für Immobilienaufgaben;01.11.2021;31.10.2027;;31.10.2027;;;;;;;;0;;1.53;;;;17'659;1'472;;;;2'135;;45.1%;57.90;84.00;;;286;;11.26;;1'758;69.16;0;;false;;;;;true;Datum;;01.06.2015;75%;0
GLIF;717;Nohra - Querenstr. 8;Berlin;;20200;Büro;EG;;305;;717.00007;Bundesanstalt für Immobilienaufgaben;01.11.2021;31.10.2027;;31.10.2027;;;;;;;;0;;1.53;;;;17'659;1'472;;;;2'135;;45.1%;57.90;84.00;;;286;;11.26;;1'758;69.16;0;;false;;;;;true;;;;;0
GLIF;717;Nohra - Querenstr. 8;Berlin;;50100;Stellplätze;EG;46;;;717.00007;Bundesanstalt für Immobilienaufgaben;01.11.2021;31.10.2027;;31.10.2027;;;;;;;;0;;;;;;0;0;;;;0;;;;;;;0;;;;0;;0;;false;;;;;true;;;;;0
GLIF;717;Nohra - Querenstr. 8;Berlin;;99100;Sonstige;EG;;179;;717.00007;Bundesanstalt für Immobilienaufgaben;01.11.2021;31.10.2027;;31.10.2027;;;;;;;;0;;;;;;0;0;;;;0;;;0.00;0.00;;;;;;;0;0.00;0;;false;;;;;true;;;;;0
GLIF;717;Nohra - Querenstr. 8;Berlin;;99200;Sonstige;EG;;161;;717.00007;Bundesanstalt für Immobilienaufgaben;01.11.2021;31.10.2027;;31.10.2027;;;;;;;;0;;;;;;0;0;;;;0;;;0.00;0.00;;;;;;;0;0.00;0;;false;;;;;true;;;;;0
GLIF;717;Nohra - Querenstr. 8;Berlin;;99300;Sonstige;EG;;24;;717.00007;Bundesanstalt für Immobilienaufgaben;01.11.2021;31.10.2027;;31.10.2027;;;;;;;;0;;;;;;0;0;;;;0;;;0.00;0.00;;;;;;;0;0.00;0;;false;;;;;true;;;;;0
GLIF;717;Nohra - Querenstr. 8;Berlin;;90000;Sonstige;;;;;717.00006;PACE Photovoltaik 2 GmbH;17.12.2020;31.12.2040;;31.12.2040;;;;;60;30.06.2040;31.12.2045;1;31.12.2050;14.69;;;;6'500;542;;;;0;;-100.0%;;;;;;;;;542;;1;;false;;;;;true;;;;;0
GLIF;717;Nohra - Querenstr. 8;Berlin;;90001;Sonstige;;;;;717.00006;PACE Photovoltaik 2 GmbH;22.12.2022;31.12.2040;;31.12.2040;;;;;60;30.06.2040;31.12.2045;1;31.12.2050;;;;;0;0;;;;;;-100.0%;;;;;;;;;0;;1;;false;;;;;true;;;;;0
717 - Nohra, Nohra - Querenstr. 8, Querenstraße 8;;;;;;;;46;23'826;;;;;;;;;;;;;;;;;1.59;;;;1'365'540;113'795;;;;110'225;;-3.1%;57.31;55.51;;;22'000;;11.08;;135'795;68.39;0.00%;;;;;;;;;;;;
GLIF;718;Münster;Köln;;10100;Halle;EG;;1'915;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;65'833;5'486;;;;5'764;5'113;5.1%;34.38;36.12;32.04;;0;55;0.00;0.34;5'541;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10101;Halle;EG;;1'115;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;72'197;6'016;;;;3'357;2'978;-44.2%;64.74;36.12;32.04;;0;60;0.00;0.65;6'077;65.39;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10110;Halle;EG;;1'908;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;65'597;5'466;;;;5'743;5'094;5.1%;34.38;36.12;32.04;;0;55;0.00;0.34;5'521;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10200;Halle;EG;;2'866;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;98'546;8'212;;;;8'628;7'653;5.1%;34.38;36.12;32.04;;0;82;0.00;0.34;8'294;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10300;Halle;EG;;3'019;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;103'799;8'650;;;;9'087;8'061;5.1%;34.38;36.12;32.04;;0;87;0.00;0.34;8'736;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10400;Halle;EG;;2'375;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;81'659;6'805;;;;7'149;6'342;5.1%;34.38;36.12;32.04;;0;68;0.00;0.34;6'873;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10410;Halle;EG;;11;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;361;30;;;;32;28;5.0%;34.39;36.13;32.04;;0;0;0.00;0.34;30;34.73;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10500;Halle;EG;;2'225;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;76'508;6'376;;;;6'698;5'942;5.1%;34.38;36.12;32.04;;0;64;0.00;0.34;6'439;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10510;Halle;EG;;2'229;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;76'635;6'386;;;;6'709;5'951;5.1%;34.38;36.12;32.04;;0;64;0.00;0.34;6'450;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10560;Halle;EG;;1'734;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;59'627;4'969;;;;5'220;4'631;5.1%;34.38;36.12;32.04;;0;50;0.00;0.34;5'019;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10561;Halle;EG;;1'731;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;59'521;4'960;;;;5'211;4'622;5.1%;34.38;36.12;32.04;;0;50;0.00;0.34;5'010;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10600;Halle;EG;;2'455;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;84'395;7'033;;;;7'389;6'554;5.1%;34.38;36.12;32.04;;0;70;0.00;0.34;7'103;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10610;Halle;EG;;2'458;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;84'516;7'043;;;;7'399;6'564;5.1%;34.38;36.12;32.04;;0;70;0.00;0.34;7'113;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10700;Halle;EG;;1'661;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;57'111;4'759;;;;5'000;4'435;5.1%;34.38;36.12;32.04;;0;48;0.00;0.34;4'807;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10780;Halle;EG;;1'188;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;40'845;3'404;;;;3'576;3'172;5.1%;34.38;36.12;32.04;;0;34;0.00;0.34;3'438;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10781;Halle;EG;;1'188;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;40'852;3'404;;;;3'577;3'173;5.1%;34.38;36.12;32.04;;0;34;0.00;0.34;3'438;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10800;Halle;EG;;1'633;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;56'147;4'679;;;;4'916;4'360;5.1%;34.38;36.12;32.04;;0;47;0.00;0.34;4'726;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10900;Halle;EG;;2'285;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;78'568;6'547;;;;6'878;6'102;5.1%;34.38;36.12;32.04;;0;65;0.00;0.34;6'613;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;10910;Halle;EG;;2'289;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;78'705;6'559;;;;6'891;6'112;5.1%;34.38;36.12;32.04;;0;66;0.00;0.34;6'624;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;12400;Rampe;EG;;30;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;1'046;87;;;;92;79;5.0%;34.38;36.12;31.08;;0;1;0.00;0.34;88;34.73;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;12410;Rampe;EG;;45;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;1'558;130;;;;136;117;5.1%;34.38;36.12;31.08;;0;1;0.00;0.34;131;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;20400;Büro;EG;;219;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;7'525;627;;;;659;567;5.1%;34.38;36.12;31.08;;0;6;0.00;0.34;633;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;20410;Büro;EG;;215;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;7'386;616;;;;647;556;5.1%;34.38;36.12;31.08;;0;6;0.00;0.34;622;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;99100;Halle;;;35;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;1'196;100;;;;105;93;5.1%;34.38;36.12;32.04;;0;1;0.00;0.35;101;34.73;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;99200;Sonstige;EG;;209;;718.00001;H. Gautzsch Zentrale Dienste GmbH;01.01.2026;;;;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;;;;;0;0;;;;0;;;0.00;0.00;;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GLIF;718;Münster;Köln;;99400;Sonstige;EG;;96;;718.00001;H. Gautzsch Zentrale Dienste GmbH;01.01.2026;;;;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;;;;;0;0;;;;0;;;0.00;0.00;;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GLIF;718;Münster;Köln;;99410;Halle;EG;;93;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;3'185;265;;;;279;247;5.1%;34.38;36.12;32.04;;0;3;0.00;0.34;268;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;99560;Halle;EG;;82;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;2'820;235;;;;247;219;5.1%;34.38;36.12;32.04;;0;2;0.00;0.34;237;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;99561;Sonstige;EG;;5;;718.00001;H. Gautzsch Zentrale Dienste GmbH;01.01.2026;;;;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;;;;;0;0;;;;0;;;0.00;0.00;;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GLIF;718;Münster;Köln;;99780;Halle;EG;;31;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;1'082;90;;;;95;84;5.0%;34.38;36.12;32.04;;0;1;0.00;0.34;91;34.73;1;;false;;;;;true;Datum;;01.07.2026;100%;0
GLIF;718;Münster;Köln;;99781;Sonstige;EG;;2;;718.00001;H. Gautzsch Zentrale Dienste GmbH;01.01.2026;;;;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;;;;;0;0;;;;0;;;0.00;0.00;;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GLIF;718;Münster;Köln;;99900;Halle;EG;;35;;718.00001;H. Gautzsch Zentrale Dienste GmbH;25.11.2008;24.11.2028;;24.11.2028;;;;;60;24.11.2027;24.11.2033;0;24.11.2033;2.59;;;;1'194;99;;;;105;93;5.1%;34.38;36.12;32.04;;0;1;0.00;0.34;100;34.72;1;;false;;;;;true;Datum;;01.07.2026;100%;0
718 - Münster, Steinbrede 25;;;;;;;;;37'384;;;;;;;;;;;;;;;;;2.59;;;;1'308'415;109'035;;;;111'586;98'941;2.3%;35.00;35.82;31.76;;0;1'090;0.00;0.35;110'125;35.35;100.00%;;;;;;;;;;;;
GLIF;720;Gudensberg;Frankfurt;;10000;Halle;EG;;4'023;;720.00001;DPD Deutschland GmbH;01.01.2001;31.12.2030;;31.12.2030;;;;;;;;0;;4.69;;;;521'809;43'484;;;;50'569;29'368;16.3%;129.71;150.84;87.60;;0;;0.00;;43'484;129.71;1;;false;;;;;true;;;;;0
GLIF;720;Gudensberg;Frankfurt;;20000;Büro;EG;;508;;720.00001;DPD Deutschland GmbH;01.01.2001;31.12.2030;;31.12.2030;;;;;;;;0;;4.69;;;;65'891;5'491;;;;7'198;24'100;31.1%;129.71;170.04;569.28;;0;;0.00;;5'491;129.71;1;;false;;;;;true;;;;;0
GLIF;720;Gudensberg;Frankfurt;;70000;Freifläche ;EG;;10'871;;720.00001;DPD Deutschland GmbH;01.01.2001;31.12.2030;;31.12.2030;;;;;;;;0;;;;;;;;;;;;0;-100.0%;;;0.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GLIF;720;Gudensberg;Frankfurt;;70100;Freifläche ;EG;;15'206;;720.00001;DPD Deutschland GmbH;01.01.2001;31.12.2030;;31.12.2030;;;;;;;;0;;;;;;;;;;;;0;-100.0%;;;0.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
720 - Gudensberg, Bahnwiesenweg 20;;;;;;;;;30'608;;;;;;;;;;;;;;;;;4.69;;;;587'700;48'975;;;;57'767;53'467;18.0%;19.20;22.65;20.96;;0;;0.00;;48'975;19.20;100.00%;;;;;;;;;;;;
GLIF;721;Staufenberg;Frankfurt;;10000;Halle;EG;;3'489;;721.00001;DPD Deutschland GmbH;01.01.2001;31.12.2027;;31.12.2027;;;;;;;;0;;1.69;;;;326'885;27'240;;;;31'227;24'423;14.6%;93.69;107.40;84.00;;0;;0.00;;27'240;93.69;1;;false;;;;;true;;;;;0
GLIF;721;Staufenberg;Frankfurt;;20000;Büro;EG;;480;;721.00001;DPD Deutschland GmbH;01.01.2001;31.12.2027;;31.12.2027;;;;;;;;0;;1.69;;;;42'755;3'563;;;;6'120;14'043;71.8%;89.07;153.00;351.07;;0;;0.00;;3'563;89.07;1;;false;;;;;true;;;;;0
GLIF;721;Staufenberg;Frankfurt;;70000;Freifläche ;EG;;9'846;;721.00001;DPD Deutschland GmbH;01.01.2019;31.12.2027;;31.12.2027;;;;;;;;0;;;;;;;;;;;;0;-100.0%;;;0.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GLIF;721;Staufenberg;Frankfurt;;70100;Freifläche ;EG;;10'883;;721.00001;DPD Deutschland GmbH;01.01.2019;31.12.2027;;31.12.2027;;;;;;;;0;;;;;;;;;;;;0;-100.0%;;;0.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
721 - Staufenberg, Didierstraße 42;;;;;;;;;24'698;;;;;;;;;;;;;;;;;1.69;;;;369'640;30'803;;;;37'347;38'466;21.2%;14.97;18.15;18.69;;0;;0.00;;30'803;14.97;100.00%;;;;;;;;;;;;
GLIF;722;Neuhof;Frankfurt;;10000;Halle;EG;;5'597;;722.00001;DPD Deutschland GmbH;01.01.2001;31.12.2030;;31.12.2030;;;;;;;;0;;4.69;;;;463'005;38'584;;;;45'224;37'780;17.2%;82.72;96.96;81.00;;0;;0.00;;38'584;82.72;1;;false;;;;;true;;;;;0
