Fonds;"Immobilie
Numer";"Immobilie
Bezeichnung";GARBE Niederlassung;;Mieteinheit;Art;Stockwerk;Anzahl Stellplätze;Fläche;;Lease ID;Mietername;Mietbeginn;vereinbartes Vertragsende;Vertragsende (Kündigung);tatsächliches Vertragsende;Sonderkündigung Frist;Sonderkündigung zum;Kündigung Frist;Kündigung zum;Laufzeit Option;Frist Optionsziehung;MV-Ende nach Optionsziehung;Anzahl weiterer Optionen;maximale Mietlaufzeit;WAULT;WAULB;WAULE;;Jahresnettomiete;Nettomiete;Investitionsmiete;Ende mietfreie Zeit;Betrag mietfreie Zeit;Marktmiete;AM-ERV;Potenzial;Nettomiete;Marktmiete;AM-ERV;;NKVZ;NK-Pauschale;NKVZ;NK-Pauschale;Gesamtnettomiete;Gesamtnettomiete;Mieter UST-pflichtig;;proz. Mieterhöhung;Erhöhungs-Prozentsatz;nächste Erhöhung;Erhöhungszyklen;;Indexmieterhöhung;Wertsicherung Art;Schwellwert;Datum;Weitergabe;Green Lease
;;;;;;;;Stück;m²;;;;;;;;;;;;Monate;;;;;Jahre;Jahre;Jahre;;€/Jahr;€/Mt;€/Mt;;€/Mt;€/Mt;€/Mt;%;€/m²/a;€/m²/a;€/m²/a;;€/Mt;€/Mt;€/m²/a;€/m²/a;€/Mt;€/m²/a;;;;;;;;;;;;%;
GIANT;435;Gudensberg;Frankfurt;;20000;Büro;EG;;220;;435.00001;Rudolph Industrials GmbH;01.01.2019;31.12.2029;;31.12.2029;;;;;60;30.06.2029;31.12.2034;0;31.12.2034;3.69;;;;20'132;1'678;;;;1'630;1'630;-2.8%;91.63;89.04;89.04;;83;;4.51;;1'760;96.14;1;;false;;;;;true;Datum;;01.08.2026;70%;0
GIANT;435;Gudensberg;Frankfurt;;50000;Stellplätze;EG;25;;;435.00001;Rudolph Industrials GmbH;01.01.2019;31.12.2029;;31.12.2029;;;;;60;30.06.2029;31.12.2034;0;31.12.2034;;;;;;;;;;;;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;435;Gudensberg;Frankfurt;;70000;Freifläche ;EG;;500;;435.00001;Rudolph Industrials GmbH;01.01.2019;31.12.2029;;31.12.2029;;;;;60;30.06.2029;31.12.2034;0;31.12.2034;;;;;;;;;;;;-100.0%;;;;;;;;;;;1;;false;;;;;true;;;;;0
GIANT;435;Gudensberg;Frankfurt;;90000;Sonstige;EG;;;;435.00002;Werner Rudolph;01.05.2019;30.11.2029;;30.11.2029;;;;;;;;0;;3.61;;;;6'177;515;;;;;;-100.0%;;;;;;;;;515;;1;;false;;;;;true;;;;;0
435 - Gudensberg, Riedwiesen 7;;;;;;;;25;9'816;;;;;;;;;;;;;;;;;3.69;;;;411'006;34'251;;;;32'832;32'832;-4.1%;41.87;40.14;40.14;;3'500;;4.28;;37'751;46.15;100.00%;;;;;;;;;;;;
GIANT;436;Oberkrämer;Berlin;;11111;Freifläche ;EG;;7'620;;436.00001;Kühne + Nagel (AG & Co.);26.01.2021;31.01.2028;;31.01.2028;;;;;36;31.01.2027;31.01.2031;4;31.01.2043;1.78;;;;41'284;3'440;;;;3'048;3'384;-11.4%;5.42;4.80;5.33;;0;;0.00;;3'440;5.42;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GIANT;436;Oberkrämer;Berlin;;12111;Halle;EG;;15'280;;436.00001;Kühne + Nagel (AG & Co.);26.01.2021;31.01.2028;;31.01.2028;;;;;36;31.01.2027;31.01.2031;4;31.01.2043;1.78;;;;583'208;48'601;;;;67'994;69'234;39.9%;38.17;53.40;54.37;;12'224;;9.60;;60'824;47.77;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GIANT;436;Oberkrämer;Berlin;;24111;Büro;;;1'493;;436.00001;Kühne + Nagel (AG & Co.);26.01.2021;31.01.2028;;31.01.2028;;;;;36;31.01.2027;31.01.2031;4;31.01.2043;1.78;;;;151'320;12'610;;;;12'183;12'402;-3.4%;101.35;97.92;99.68;;1'194;;9.60;;13'804;110.95;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GIANT;436;Oberkrämer;Berlin;;24114;Büro;EG;;379;;436.00001;Kühne + Nagel (AG & Co.);01.01.2024;;;;;;;;36;31.01.2027;31.01.2031;4;31.01.2043;0.25;;;;28'326;2'360;;;;2'279;2'321;-3.5%;74.70;72.12;73.46;;303;;9.60;;2'664;84.30;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GIANT;436;Oberkrämer;Berlin;;33211;Empore/Mezzanine;2. OG;;482;;436.00001;Kühne + Nagel (AG & Co.);26.01.2021;31.01.2028;;31.01.2028;;;;;36;31.01.2027;31.01.2031;4;31.01.2043;1.78;;;;35'981;2'998;;;;2'895;2'949;-3.4%;74.69;72.12;73.46;;385;;9.60;;3'384;84.29;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GIANT;436;Oberkrämer;Berlin;;50001;Stellplätze;EG;88;;;436.00001;Kühne + Nagel (AG & Co.);26.01.2021;31.01.2028;;31.01.2028;;;;;36;31.01.2027;31.01.2031;4;31.01.2043;1.78;;;;11'964;997;;;;963;981;-3.4%;;;;;0;;;;997;;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GIANT;436;Oberkrämer;Berlin;;50002;Stellplätze;EG;7;;;436.00001;Kühne + Nagel (AG & Co.);26.01.2021;31.01.2028;;31.01.2028;;;;;36;31.01.2027;31.01.2031;4;31.01.2043;1.78;;;;2'856;238;;;;230;234;-3.4%;;;;;0;;;;238;;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GIANT;436;Oberkrämer;Berlin;;90002;Sonstige;EG;;44;;436.00001;Kühne + Nagel (AG & Co.);26.01.2021;31.01.2028;;31.01.2028;;;;;36;31.01.2027;31.01.2031;4;31.01.2043;1.78;;;;3'284;274;;;;229;269;-16.5%;75.45;63.00;74.20;;35;;9.60;;309;85.04;1;;false;;;;;true;Datum;;01.01.2027;80%;0
GIANT;436;Oberkrämer;Berlin;;14111;Halle;EG;;10'443;;436.L0001;LEERSTAND;01.01.2024;;;;;;;;;;;0;;;;;;;;;;;46'994;46'994;-100.0%;;54.00;54.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;24112;Büro;EG;;164;;436.L0001;LEERSTAND;01.01.2024;;;;;;;;;;;0;;;;;;;;;;;1'395;1'315;-100.0%;;101.88;96.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;24113;Büro;EG;;55;;436.L0001;LEERSTAND;01.01.2024;;;;;;;;;;;0;;;;;;;;;;;469;442;-100.0%;;101.88;96.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;24211;Büro;1. OG;;164;;436.L0001;LEERSTAND;01.01.2024;;;;;;;;;;;0;;;;;;;;;;;1'395;1'315;-100.0%;;101.88;96.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;24311;Büro;2. OG;;164;;436.L0001;LEERSTAND;01.01.2024;;;;;;;;;;;0;;;;;;;;;;;1'395;1'315;-100.0%;;101.88;96.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;24411;Büro;EG;;33;;436.L0001;LEERSTAND;01.01.2024;;;;;;;;;;;0;;;;;;;;;;;;166;-100.0%;;;60.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;51001;Stellplätze;EG;60;;;436.L0001;LEERSTAND;01.01.2024;;;;;;;;;;;0;;;;;;;;;;;;;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;51002;Stellplätze;EG;2;;;436.L0001;LEERSTAND;01.01.2024;;;;;;;;;;;0;;;;;;;;;;;;;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;53001;Stellplätze;EG;60;;;436.L0001;LEERSTAND;01.01.2024;;;;;;;;;;;0;;;;;;;;;;;934;;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;53002;Stellplätze;EG;2;;;436.L0001;LEERSTAND;01.01.2024;;;;;;;;;;;0;;;;;;;;;;;73;;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;53003;Stellplätze;EG;89;;;436.L0001;LEERSTAND;01.01.2025;;;;;;;;;;;0;;;;;;;;;;;1'335;;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;53004;Stellplätze;EG;9;;;436.L0001;LEERSTAND;01.01.2025;;;;;;;;;;;0;;;;;;;;;;;315;;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;90000;Sonstige;;;;;436.00003;PACE Photovoltaik 3 GmbH;14.06.2024;31.12.2045;;31.12.2045;;;;;60;30.06.2045;31.12.2050;1;31.12.2055;19.69;;;;12'289;1'024;;;;;1'707;-100.0%;;;;;0;;;;1'024;;1;;false;;;;;true;;;;;0
GIANT;436;Oberkrämer;Berlin;;15114;Halle;EG;;10'383;;436.00005;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;01.08.2025;31.07.2030;31.07.2026;31.07.2026;;;;;60;31.07.2029;31.07.2035;0;31.07.2035;0.28;;;;685'287;57'107;;;;46'724;57'107;-18.2%;66.00;54.00;66.00;;6'438;;7.44;;63'545;73.44;1;;false;;;;;true;;;;100%;0
GIANT;436;Oberkrämer;Berlin;;16111;Halle;EG;;9'820;;436.00002;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;12.12.2022;31.12.2032;;31.12.2032;;;;;120;31.12.2031;31.12.2042;0;31.12.2042;6.69;;;;563'475;46'956;;;;45'074;46'126;-4.0%;57.38;55.08;56.37;;5'957;939;7.28;1.15;53'852;65.81;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GIANT;436;Oberkrämer;Berlin;;17111;Halle;EG;;10'445;;436.00002;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;12.12.2022;31.12.2032;;31.12.2032;;;;;120;31.12.2031;31.12.2042;0;31.12.2042;6.69;;;;602'077;50'173;;;;47'943;49'286;-4.4%;57.64;55.08;56.62;;6'365;1'003;7.31;1.15;57'541;66.11;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GIANT;436;Oberkrämer;Berlin;;19111;Halle;EG;;10'502;;436.00002;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;12.12.2022;31.12.2032;;31.12.2032;;;;;120;31.12.2031;31.12.2042;0;31.12.2042;6.69;;;;603'422;50'285;;;;48'206;49'396;-4.1%;57.46;55.08;56.44;;6'379;1'006;7.29;1.15;57'670;65.89;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GIANT;436;Oberkrämer;Berlin;;21111;Büro;EG;;1'075;;436.00002;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;12.12.2022;31.12.2032;;31.12.2032;;;;;120;31.12.2031;31.12.2042;0;31.12.2042;6.69;;;;106'058;8'838;;;;8'464;8'682;-4.2%;98.62;94.44;96.87;;1'051;177;11.73;1.97;10'066;112.32;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GIANT;436;Oberkrämer;Berlin;;25111;Büro;EG;;53;;436.00005;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;01.08.2025;31.07.2030;31.07.2026;31.07.2026;;;;;60;31.07.2029;31.07.2035;0;31.07.2035;0.28;;;;4'786;399;;;;452;399;13.2%;90.00;101.88;90.00;;55;;12.36;;454;102.36;1;;false;;;;;true;;;;100%;0
GIANT;436;Oberkrämer;Berlin;;25112;Büro;EG;;164;;436.00005;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;01.08.2025;31.07.2030;31.07.2026;31.07.2026;;;;;60;31.07.2029;31.07.2035;0;31.07.2035;0.28;;;;10'847;904;;;;1'395;1'233;54.4%;66.00;101.88;90.00;;169;;12.36;;1'073;78.36;1;;false;;;;;true;;;;100%;0
GIANT;436;Oberkrämer;Berlin;;25211;Büro;1. OG;;164;;436.00005;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;01.08.2025;31.07.2030;31.07.2026;31.07.2026;;;;;60;31.07.2029;31.07.2035;0;31.07.2035;0.28;;;;10'845;904;;;;1'395;904;54.4%;66.00;101.88;66.00;;169;;12.36;;1'073;78.36;1;;false;;;;;true;;;;100%;0
GIANT;436;Oberkrämer;Berlin;;25311;Büro;2. OG;;164;;436.00005;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;01.08.2025;31.07.2030;31.07.2026;31.07.2026;;;;;60;31.07.2029;31.07.2035;0;31.07.2035;0.28;;;;14'789;1'232;;;;1'395;904;13.2%;90.00;101.88;66.00;;169;;12.36;;1'402;102.36;1;;false;;;;;true;;;;100%;0
GIANT;436;Oberkrämer;Berlin;;25411;Büro;EG;;33;;436.00005;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;01.08.2025;31.07.2030;31.07.2026;31.07.2026;;;;;60;31.07.2029;31.07.2035;0;31.07.2035;0.28;;;;2'196;183;;;;;183;-100.0%;66.00;;66.00;;34;;12.36;;217;78.36;1;;false;;;;;true;;;;100%;0
GIANT;436;Oberkrämer;Berlin;;36111;Empore/Mezzanine;1. OG;;1'281;;436.00002;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;12.12.2022;31.12.2032;;31.12.2032;;;;;120;31.12.2031;31.12.2042;0;31.12.2042;6.69;;;;34'599;2'883;;;;2'755;2'832;-4.5%;27.00;25.80;26.53;;748;58;7.01;0.54;3'689;34.55;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GIANT;436;Oberkrämer;Berlin;;52001;Stellplätze;EG;180;;;436.00002;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;12.12.2022;31.12.2032;;31.12.2032;;;;;120;31.12.2031;31.12.2042;0;31.12.2042;6.69;;;;35'100;2'925;;;;2'801;2'873;-4.2%;;;;;;58;;;2'983;;1;;false;;;;;true;Datum;;01.12.2026;100%;0
GIANT;436;Oberkrämer;Berlin;;52002;Stellplätze;EG;6;;;436.00002;VAH Jager Verlagsauslieferung und Fulfillment-Service GmbH;12.12.2022;31.12.2032;;31.12.2032;;;;;120;31.12.2031;31.12.2042;0;31.12.2042;6.69;;;;2'730;227;;;;218;223;-4.2%;;;;;;5;;;232;;1;;false;;;;;true;Datum;;01.12.2026;100%;0
436 - Oberkrämer, Im Gewerbepark 32;;;;;;;;503;80'408;;;;;;;;;;;;;;;;;4.22;;;;3'546'723;295'560;;;;350'946;365'174;18.7%;44.11;52.37;54.50;;41'676;3'245;6.22;0.48;340'481;50.81;100.00%;;;;;;;;;;;;
GIANT;437;Emsdetten - Hollefeldstraße 63;Köln;;10100;Halle;EG;;20'232;;437.00001;Dometic Germany GmbH;16.10.2020;15.10.2030;;15.10.2030;;;;;36;15.10.2029;15.10.2033;1;15.10.2036;4.48;;;;1'069'322;89'110;;;;91'044;87'277;2.2%;52.85;54.00;51.77;;7'533;;4.47;;96'643;57.32;1;;false;;;;;true;Datum;;01.01.2027;100%;0
GIANT;437;Emsdetten - Hollefeldstraße 63;Köln;;20100;Büro;EG;;4'209;;437.00001;Dometic Germany GmbH;16.10.2020;15.10.2030;;15.10.2030;;;;;36;15.10.2029;15.10.2033;1;15.10.2036;4.48;;;;222'458;18'538;;;;25'254;18'157;36.2%;52.85;72.00;51.77;;1'567;;4.47;;20'105;57.32;1;;false;;;;;true;Datum;;01.01.2027;100%;0
437 - Emsdetten, Emsdetten - Hollefeldstraße 63, Hollefeldstraße 63;;;;;;;;;24'441;;;;;;;;;;;;;;;;;4.48;;;;1'291'780;107'648;;;;116'298;105'434;8.0%;52.85;57.10;51.77;;9'100;;4.47;;116'748;57.32;100.00%;;;;;;;;;;;;
GIANT;438;Siegen;Köln;;90001;Sonstige;;;;;438.00003;ATC Germany Holdings GmbH;16.10.2020;;;;;;;;;;;0;;0.25;;;;11'305;942;;;;;924;-100.0%;;;;;;;;;942;;1;;false;;;;;true;;;;;0
GIANT;438;Siegen;Köln;;90000;Sonstige;;;;;438.00002;DFMG Deutsche Funkturm GmbH;16.10.2020;30.06.2028;;30.06.2028;;;;;60;31.12.2027;30.06.2033;0;30.06.2033;2.19;;;;4'000;333;;;;;0;-100.0%;;;;;;;;;333;;1;;false;;;;;true;Schwelle;10.00%;;100%;0
GIANT;438;Siegen;Köln;;10100;Halle;EG;;19'577;;438.00001;Dometic Germany Holding GmbH;16.10.2020;15.10.2027;;15.10.2027;;;;;36;15.10.2026;15.10.2030;3;15.10.2039;1.48;;;;1'281'587;106'799;;;;107'674;107'674;0.8%;65.46;66.00;66.00;;7'981;;4.89;;114'780;70.36;1;;false;;;;;true;Datum;;01.01.2027;100%;0
GIANT;438;Siegen;Köln;;20100;Büro;EG;;3'066;;438.00001;Dometic Germany Holding GmbH;16.10.2020;15.10.2027;;15.10.2027;;;;;36;15.10.2026;15.10.2030;3;15.10.2039;1.48;;;;200'712;16'726;;;;21'462;21'462;28.3%;65.46;84.00;84.00;;1'250;;4.89;;17'976;70.36;1;;false;;;;;true;Datum;;01.01.2027;100%;0
GIANT;438;Siegen;Köln;;20200;Sonstige;EG;;661;;438.00001;Dometic Germany Holding GmbH;16.10.2020;15.10.2027;;15.10.2027;;;;;36;15.10.2026;15.10.2030;3;15.10.2039;1.48;;;;43'272;3'606;;;;;4'627;-100.0%;65.46;;84.00;;269;;4.89;;3'875;70.36;1;;false;;;;;true;Datum;;01.01.2027;100%;0
438 - Siegen, In der Steinwiese 12+16;;;;;;;;;23'304;;;;;;;;;;;;;;;;;1.48;;;;1'540'877;128'406;;;;129'136;134'686;0.6%;66.12;66.50;69.35;;9'500;;4.89;;137'906;71.01;100.00%;;;;;;;;;;;;
GIANT;439;Krautheim;Stuttgart;;10000;Halle;EG;;26'000;;439.00001;Dometic Germany Krautheim GmbH;16.10.2020;15.10.2027;;15.10.2027;;;;;36;14.10.2026;15.10.2030;1;15.10.2033;1.48;;;;1'669'149;139'096;;;;133'120;136'235;-4.3%;64.20;61.44;62.88;;18'300;;8.45;;157'396;72.64;1;;false;;;;;true;Datum;;01.01.2027;100%;0
GIANT;439;Krautheim;Stuttgart;;20000;Büro;EG;;1'357;;439.00001;Dometic Germany Krautheim GmbH;16.10.2020;15.10.2027;;15.10.2027;;;;;36;14.10.2026;15.10.2030;1;15.10.2033;;;;;;;;;;7'776;0;-100.0%;;68.76;0.00;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
GIANT;439;Krautheim;Stuttgart;;50000;Stellplätze;EG;210;;;439.00001;Dometic Germany Krautheim GmbH;16.10.2020;15.10.2027;;15.10.2027;;;;;36;14.10.2026;15.10.2030;1;15.10.2033;;;;;;;;;;0;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
439 - Krautheim, Altkrautheimer Str 28;;;;;;;;210;27'357;;;;;;;;;;;;;;;;;1.48;;;;1'669'149;139'096;;;;140'896;136'235;1.3%;61.01;61.80;59.76;;18'300;;8.03;;157'396;69.04;100.00%;;;;;;;;;;;;
GIANT;440;Wildeck;Frankfurt;;10000;Halle;EG;;8'741;;440.00002;K+S Minerals und Agriculture GmbH;12.04.2023;11.04.2033;;11.04.2033;11.04.2027;11.04.2028;;;;;;0;;6.97;;;;536'309;44'692;;;;34'964;34'964;-21.8%;61.36;48.00;48.00;;11'674;;16.03;;56'367;77.38;1;;false;;;;;true;Datum;;01.04.2026;100%;0
GIANT;440;Wildeck;Frankfurt;;10001;Halle;EG;;6'399;;440.00003;K+S Minerals und Agriculture GmbH;01.05.2024;30.04.2034;;30.04.2034;30.04.2028;30.04.2029;;;;;;0;;8.03;;;;384'163;32'014;;;;25'596;31'355;-20.0%;60.03;48.00;58.80;;8'443;;15.83;;40'457;75.87;1;;false;;;;;true;Datum;;01.05.2026;100%;0
GIANT;440;Wildeck;Frankfurt;;20000;Büro;1. OG;;368;;440.00002;K+S Minerals und Agriculture GmbH;12.04.2023;11.04.2033;;11.04.2033;11.04.2027;11.04.2028;;;;;;0;;6.97;;;;39'167;3'264;;;;2'208;2'208;-32.4%;106.43;72.00;72.00;;492;;16.03;;3'756;122.46;1;;false;;;;;true;Datum;;01.04.2026;100%;0
GIANT;440;Wildeck;Frankfurt;;20001;Büro;1. OG;;352;;440.00003;K+S Minerals und Agriculture GmbH;01.05.2024;30.04.2034;;30.04.2034;30.04.2028;30.04.2029;;;;;;0;;8.03;;;;36'658;3'055;;;;2'112;2'992;-30.9%;104.14;72.00;102.00;;464;;15.83;;3'519;119.98;1;;false;;;;;true;Datum;;01.05.2026;100%;0
GIANT;440;Wildeck;Frankfurt;;30000;Empore/Mezzanine;1. OG;;623;;440.00002;K+S Minerals und Agriculture GmbH;12.04.2023;11.04.2033;;11.04.2033;11.04.2027;11.04.2028;;;;;;0;;6.97;;;;19'502;1'625;;;;1'246;1'246;-23.3%;31.30;24.00;24.00;;834;;16.07;;2'459;47.37;1;;false;;;;;true;Datum;;01.04.2026;100%;0
GIANT;440;Wildeck;Frankfurt;;30001;Empore/Mezzanine;1. OG;;449;;440.00003;K+S Minerals und Agriculture GmbH;01.05.2024;30.04.2034;;30.04.2034;30.04.2028;30.04.2029;;;;;;0;;;;;;0;0;;;;898;1'123;;0.00;24.00;30.00;;592;;15.83;;592;15.83;1;;false;;;;;true;;;;;0
GIANT;440;Wildeck;Frankfurt;;50000;Stellplätze;EG;41;;;440.00003;K+S Minerals und Agriculture GmbH;01.05.2024;30.04.2034;;30.04.2034;30.04.2028;30.04.2029;;;;;;0;;;;;;0;0;;;;820;33'620;;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;440;Wildeck;Frankfurt;;50002;Stellplätze;EG;20;;;440.00002;K+S Minerals und Agriculture GmbH;12.04.2023;11.04.2033;;11.04.2033;11.04.2027;11.04.2028;;;;;;0;;6.97;;;;6'262;522;;;;400;8'000;-23.3%;;;;;;;;;522;;1;;false;;;;;true;Datum;;01.04.2026;100%;0
GIANT;440;Wildeck;Frankfurt;;50001;Stellplätze;EG;3;;;440.L0001;LEERSTAND;19.09.2022;;;;;;;;;;;0;;;;;;;;;;;60;0;-100.0%;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
GIANT;440;Wildeck;Frankfurt;;90000;Sonstige;;;;;440.00001;Pace Photovoltaik 2 GmbH;19.09.2022;31.12.2042;;31.12.2042;;;;;60;31.03.2042;31.12.2047;1;31.12.2052;16.69;;;;5'607;467;;;;;;-100.0%;;;;;;;;;467;;1;;false;;;;;true;Datum;;01.12.2025;80%;0
440 - Wildeck, Im Mackenrothschen Garten 1;;;;;;;;64;16'932;;;;;;;;;;;;;;;;;7.46;;;;1'027'668;85'639;;;;68'304;115'508;-20.2%;60.69;48.41;81.86;;22'500;;15.95;;108'139;76.64;100.00%;;;;;;;;;;;;
GIANT;441;Salzgitter;;;10001;Halle;EG;;8'307;;441.00001;ALSTOM Transport Deutschland GmbH;09.02.2026;08.02.2027;;08.02.2027;;;;;;;;0;;0.80;;;;609'275;50'773;;;;;;-100.0%;73.34;;;;6'511;2'789;9.41;4.03;60'073;86.78;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;10002;Halle;EG;;9'660;;441.00001;ALSTOM Transport Deutschland GmbH;01.04.2026;31.03.2027;;31.03.2027;;;;;;;;0;;0.94;;;;719'166;59'931;;;;;;-100.0%;74.45;;;;8'189;3'356;10.17;4.17;71'476;88.79;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;10003;Halle;EG;;9'761;;441.00001;ALSTOM Transport Deutschland GmbH;01.04.2026;31.03.2027;;31.03.2027;;;;;;;;0;;0.94;;;;726'724;60'560;;;;;;-100.0%;74.45;;;;8'275;3'392;10.17;4.17;72'227;88.79;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;20001;Büro;EG;;397;;441.00001;ALSTOM Transport Deutschland GmbH;09.02.2026;08.02.2027;;08.02.2027;;;;;;;;0;;0.80;;;;26'282;2'190;;;;;;-100.0%;66.18;;;;311;133;9.41;4.03;2'635;79.62;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;20002;Büro;EG;;514;;441.00001;ALSTOM Transport Deutschland GmbH;01.04.2026;31.03.2027;;31.03.2027;;;;;;;;0;;0.94;;;;103'933;8'661;;;;;;-100.0%;202.03;;;;436;179;10.17;4.17;9'276;216.37;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;20003;Büro;EG;;507;;441.00001;ALSTOM Transport Deutschland GmbH;01.04.2026;31.03.2027;;31.03.2027;;;;;;;;0;;0.94;;;;102'520;8'543;;;;;;-100.0%;202.03;;;;430;176;10.17;4.17;9'150;216.37;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;30001;Empore/Mezzanine;1. OG;;551;;441.00001;ALSTOM Transport Deutschland GmbH;09.02.2026;08.02.2027;;08.02.2027;;;;;;;;0;;0.80;;;;31'136;2'595;;;;;;-100.0%;56.56;;;;432;185;9.41;4.03;3'211;69.99;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;30002;Empore/Mezzanine;1. OG;;730;;441.00001;ALSTOM Transport Deutschland GmbH;01.04.2026;31.03.2027;;31.03.2027;;;;;;;;0;;0.94;;;;16'869;1'406;;;;;;-100.0%;23.11;;;;619;254;10.17;4.17;2'278;37.45;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;30003;Empore/Mezzanine;1. OG;;758;;441.00001;ALSTOM Transport Deutschland GmbH;01.04.2026;31.03.2027;;31.03.2027;;;;;;;;0;;0.94;;;;17'526;1'461;;;;;;-100.0%;23.11;;;;643;264;10.17;4.17;2'367;37.45;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;50001;Stellplätze;EG;35;;;441.00001;ALSTOM Transport Deutschland GmbH;09.02.2026;08.02.2027;;08.02.2027;;;;;;;;0;;0.80;;;;5'758;480;;;;;;-100.0%;;;;;27;12;;;519;;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;50002;Stellplätze;EG;40;;;441.00001;ALSTOM Transport Deutschland GmbH;01.04.2026;31.03.2027;;31.03.2027;;;;;;;;0;;0.94;;;;17'069;1'422;;;;;;-100.0%;;;;;34;14;;;1'470;;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;50003;Stellplätze;EG;41;;;441.00001;ALSTOM Transport Deutschland GmbH;01.04.2026;31.03.2027;;31.03.2027;;;;;;;;0;;0.94;;;;17'496;1'458;;;;;;-100.0%;;;;;35;14;;;1'507;;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;51001;Stellplätze;EG;1;;;441.00001;ALSTOM Transport Deutschland GmbH;09.02.2026;08.02.2027;;08.02.2027;;;;;;;;0;;0.80;;;;480;40;;;;;;-100.0%;;;;;1;0;;;41;;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;51002;Stellplätze;EG;3;;;441.00001;ALSTOM Transport Deutschland GmbH;01.04.2026;31.03.2027;;31.03.2027;;;;;;;;0;;0.94;;;;720;60;;;;;;-100.0%;;;;;3;1;;;64;;1;;false;;;;;true;;;;;0
GIANT;441;Salzgitter;;;51003;Stellplätze;EG;3;;;441.00001;ALSTOM Transport Deutschland GmbH;01.04.2026;31.03.2027;;31.03.2027;;;;;;;;0;;0.94;;;;720;60;;;;;;-100.0%;;;;;3;1;;;64;;1;;false;;;;;true;;;;;0
